class,path,width,height
6,English/Img/GoodImg/Bmp/Sample007/img007-00029.png,15,35
22,English/Img/GoodImg/Bmp/Sample023/img023-00012.png,31,35
23,English/Img/GoodImg/Bmp/Sample024/img024-00306.png,24,15
10,English/Img/GoodImg/Bmp/Sample011/img011-00420.png,14,14
42,English/Img/GoodImg/Bmp/Sample043/img043-00032.png,37,66
35,English/Img/GoodImg/Bmp/Sample036/img036-00055.png,30,34
19,English/Img/GoodImg/Bmp/Sample020/img020-00077.png,20,32
0,English/Img/GoodImg/Bmp/Sample001/img001-00055.png,38,47
5,English/Img/GoodImg/Bmp/Sample006/img006-00034.png,36,65
56,English/Img/GoodImg/Bmp/Sample057/img057-00004.png,49,54
40,English/Img/GoodImg/Bmp/Sample041/img041-00145.png,33,37
50,English/Img/GoodImg/Bmp/Sample051/img051-00083.png,7,11
29,English/Img/GoodImg/Bmp/Sample030/img030-00252.png,106,139
13,English/Img/GoodImg/Bmp/Sample014/img014-00096.png,24,45
29,English/Img/GoodImg/Bmp/Sample030/img030-00092.png,49,69
53,English/Img/GoodImg/Bmp/Sample054/img054-00076.png,15,26
40,English/Img/GoodImg/Bmp/Sample041/img041-00194.png,53,72
40,English/Img/GoodImg/Bmp/Sample041/img041-00204.png,67,103
23,English/Img/GoodImg/Bmp/Sample024/img024-00084.png,161,211
10,English/Img/GoodImg/Bmp/Sample011/img011-00483.png,25,35
5,English/Img/GoodImg/Bmp/Sample006/img006-00063.png,35,46
2,English/Img/GoodImg/Bmp/Sample003/img003-00003.png,44,47
28,English/Img/GoodImg/Bmp/Sample029/img029-00081.png,26,71
44,English/Img/GoodImg/Bmp/Sample045/img045-00088.png,19,54
10,English/Img/GoodImg/Bmp/Sample011/img011-00487.png,25,42
14,English/Img/GoodImg/Bmp/Sample015/img015-00103.png,66,91
40,English/Img/GoodImg/Bmp/Sample041/img041-00087.png,35,37
27,English/Img/GoodImg/Bmp/Sample028/img028-00155.png,32,34
23,English/Img/GoodImg/Bmp/Sample024/img024-00108.png,32,34
33,English/Img/GoodImg/Bmp/Sample034/img034-00031.png,85,78
14,English/Img/GoodImg/Bmp/Sample015/img015-00389.png,16,29
5,English/Img/GoodImg/Bmp/Sample006/img006-00044.png,55,85
2,English/Img/GoodImg/Bmp/Sample003/img003-00070.png,73,104
53,English/Img/GoodImg/Bmp/Sample054/img054-00121.png,43,94
31,English/Img/GoodImg/Bmp/Sample032/img032-00060.png,25,37
46,English/Img/GoodImg/Bmp/Sample047/img047-00023.png,195,252
27,English/Img/GoodImg/Bmp/Sample028/img028-00247.png,137,120
9,English/Img/GoodImg/Bmp/Sample010/img010-00022.png,35,45
18,English/Img/GoodImg/Bmp/Sample019/img019-00228.png,76,86
22,English/Img/GoodImg/Bmp/Sample023/img023-00146.png,61,90
28,English/Img/GoodImg/Bmp/Sample029/img029-00122.png,19,23
18,English/Img/GoodImg/Bmp/Sample019/img019-00067.png,33,93
58,English/Img/GoodImg/Bmp/Sample059/img059-00029.png,15,20
0,English/Img/GoodImg/Bmp/Sample001/img001-00084.png,77,73
54,English/Img/GoodImg/Bmp/Sample055/img055-00032.png,116,148
30,English/Img/GoodImg/Bmp/Sample031/img031-00005.png,77,115
10,English/Img/GoodImg/Bmp/Sample011/img011-00069.png,123,312
10,English/Img/GoodImg/Bmp/Sample011/img011-00105.png,29,50
36,English/Img/GoodImg/Bmp/Sample037/img037-00028.png,51,54
13,English/Img/GoodImg/Bmp/Sample014/img014-00103.png,61,197
27,English/Img/GoodImg/Bmp/Sample028/img028-00041.png,73,72
10,English/Img/GoodImg/Bmp/Sample011/img011-00445.png,46,65
41,English/Img/GoodImg/Bmp/Sample042/img042-00033.png,49,125
23,English/Img/GoodImg/Bmp/Sample024/img024-00225.png,198,201
16,English/Img/GoodImg/Bmp/Sample017/img017-00047.png,128,266
27,English/Img/GoodImg/Bmp/Sample028/img028-00225.png,70,109
40,English/Img/GoodImg/Bmp/Sample041/img041-00038.png,83,103
55,English/Img/GoodImg/Bmp/Sample056/img056-00110.png,50,93
17,English/Img/GoodImg/Bmp/Sample018/img018-00035.png,58,108
14,English/Img/GoodImg/Bmp/Sample015/img015-00403.png,27,39
14,English/Img/GoodImg/Bmp/Sample015/img015-00326.png,62,72
52,English/Img/GoodImg/Bmp/Sample053/img053-00011.png,32,48
24,English/Img/GoodImg/Bmp/Sample025/img025-00360.png,41,35
23,English/Img/GoodImg/Bmp/Sample024/img024-00155.png,36,51
10,English/Img/GoodImg/Bmp/Sample011/img011-00081.png,73,75
27,English/Img/GoodImg/Bmp/Sample028/img028-00315.png,60,64
36,English/Img/GoodImg/Bmp/Sample037/img037-00120.png,49,76
21,English/Img/GoodImg/Bmp/Sample022/img022-00048.png,93,101
23,English/Img/GoodImg/Bmp/Sample024/img024-00161.png,82,59
26,English/Img/GoodImg/Bmp/Sample027/img027-00021.png,105,127
10,English/Img/GoodImg/Bmp/Sample011/img011-00371.png,62,65
20,English/Img/GoodImg/Bmp/Sample021/img021-00072.png,63,61
35,English/Img/GoodImg/Bmp/Sample036/img036-00023.png,108,148
40,English/Img/GoodImg/Bmp/Sample041/img041-00074.png,15,25
12,English/Img/GoodImg/Bmp/Sample013/img013-00084.png,87,150
49,English/Img/GoodImg/Bmp/Sample050/img050-00093.png,20,35
19,English/Img/GoodImg/Bmp/Sample020/img020-00051.png,16,32
12,English/Img/GoodImg/Bmp/Sample013/img013-00118.png,55,99
33,English/Img/GoodImg/Bmp/Sample034/img034-00039.png,85,103
17,English/Img/GoodImg/Bmp/Sample018/img018-00138.png,44,63
32,English/Img/GoodImg/Bmp/Sample033/img033-00023.png,72,66
50,English/Img/GoodImg/Bmp/Sample051/img051-00049.png,60,61
21,English/Img/GoodImg/Bmp/Sample022/img022-00004.png,56,26
27,English/Img/GoodImg/Bmp/Sample028/img028-00258.png,111,188
10,English/Img/GoodImg/Bmp/Sample011/img011-00419.png,62,55
20,English/Img/GoodImg/Bmp/Sample021/img021-00053.png,37,63
5,English/Img/GoodImg/Bmp/Sample006/img006-00051.png,51,58
14,English/Img/GoodImg/Bmp/Sample015/img015-00078.png,52,90
40,English/Img/GoodImg/Bmp/Sample041/img041-00035.png,112,147
16,English/Img/GoodImg/Bmp/Sample017/img017-00118.png,35,46
14,English/Img/GoodImg/Bmp/Sample015/img015-00253.png,75,125
25,English/Img/GoodImg/Bmp/Sample026/img026-00145.png,25,37
35,English/Img/GoodImg/Bmp/Sample036/img036-00036.png,50,94
29,English/Img/GoodImg/Bmp/Sample030/img030-00200.png,22,34
23,English/Img/GoodImg/Bmp/Sample024/img024-00291.png,56,60
50,English/Img/GoodImg/Bmp/Sample051/img051-00138.png,55,63
33,English/Img/GoodImg/Bmp/Sample034/img034-00059.png,49,111
48,English/Img/GoodImg/Bmp/Sample049/img049-00032.png,165,100
55,English/Img/GoodImg/Bmp/Sample056/img056-00088.png,67,146
22,English/Img/GoodImg/Bmp/Sample023/img023-00124.png,25,24
27,English/Img/GoodImg/Bmp/Sample028/img028-00297.png,16,23
6,English/Img/GoodImg/Bmp/Sample007/img007-00063.png,29,41
21,English/Img/GoodImg/Bmp/Sample022/img022-00210.png,35,48
27,English/Img/GoodImg/Bmp/Sample028/img028-00332.png,15,23
13,English/Img/GoodImg/Bmp/Sample014/img014-00098.png,107,81
3,English/Img/GoodImg/Bmp/Sample004/img004-00049.png,62,100
25,English/Img/GoodImg/Bmp/Sample026/img026-00122.png,79,95
49,English/Img/GoodImg/Bmp/Sample050/img050-00048.png,97,107
26,English/Img/GoodImg/Bmp/Sample027/img027-00031.png,101,127
28,English/Img/GoodImg/Bmp/Sample029/img029-00173.png,107,106
11,English/Img/GoodImg/Bmp/Sample012/img012-00110.png,21,34
39,English/Img/GoodImg/Bmp/Sample040/img040-00030.png,98,140
56,English/Img/GoodImg/Bmp/Sample057/img057-00010.png,115,120
0,English/Img/GoodImg/Bmp/Sample001/img001-00104.png,26,53
50,English/Img/GoodImg/Bmp/Sample051/img051-00129.png,49,62
32,English/Img/GoodImg/Bmp/Sample033/img033-00050.png,105,94
57,English/Img/GoodImg/Bmp/Sample058/img058-00002.png,26,33
10,English/Img/GoodImg/Bmp/Sample011/img011-00535.png,48,88
32,English/Img/GoodImg/Bmp/Sample033/img033-00019.png,28,49
52,English/Img/GoodImg/Bmp/Sample053/img053-00020.png,27,44
14,English/Img/GoodImg/Bmp/Sample015/img015-00298.png,28,59
41,English/Img/GoodImg/Bmp/Sample042/img042-00003.png,61,128
10,English/Img/GoodImg/Bmp/Sample011/img011-00344.png,57,80
23,English/Img/GoodImg/Bmp/Sample024/img024-00102.png,115,165
4,English/Img/GoodImg/Bmp/Sample005/img005-00044.png,19,36
21,English/Img/GoodImg/Bmp/Sample022/img022-00194.png,27,37
12,English/Img/GoodImg/Bmp/Sample013/img013-00087.png,26,16
28,English/Img/GoodImg/Bmp/Sample029/img029-00290.png,108,163
41,English/Img/GoodImg/Bmp/Sample042/img042-00001.png,97,203
14,English/Img/GoodImg/Bmp/Sample015/img015-00384.png,21,29
10,English/Img/GoodImg/Bmp/Sample011/img011-00510.png,31,40
1,English/Img/GoodImg/Bmp/Sample002/img002-00048.png,21,48
16,English/Img/GoodImg/Bmp/Sample017/img017-00084.png,258,217
54,English/Img/GoodImg/Bmp/Sample055/img055-00117.png,9,19
13,English/Img/GoodImg/Bmp/Sample014/img014-00070.png,39,112
21,English/Img/GoodImg/Bmp/Sample022/img022-00074.png,40,107
32,English/Img/GoodImg/Bmp/Sample033/img033-00018.png,35,62
14,English/Img/GoodImg/Bmp/Sample015/img015-00269.png,53,144
24,English/Img/GoodImg/Bmp/Sample025/img025-00348.png,32,39
47,English/Img/GoodImg/Bmp/Sample048/img048-00024.png,14,39
37,English/Img/GoodImg/Bmp/Sample038/img038-00004.png,58,83
24,English/Img/GoodImg/Bmp/Sample025/img025-00192.png,59,82
0,English/Img/GoodImg/Bmp/Sample001/img001-00078.png,23,33
13,English/Img/GoodImg/Bmp/Sample014/img014-00051.png,141,154
51,English/Img/GoodImg/Bmp/Sample052/img052-00030.png,169,191
50,English/Img/GoodImg/Bmp/Sample051/img051-00012.png,46,51
21,English/Img/GoodImg/Bmp/Sample022/img022-00071.png,56,107
11,English/Img/GoodImg/Bmp/Sample012/img012-00098.png,13,18
38,English/Img/GoodImg/Bmp/Sample039/img039-00003.png,18,33
14,English/Img/GoodImg/Bmp/Sample015/img015-00093.png,48,86
40,English/Img/GoodImg/Bmp/Sample041/img041-00019.png,39,57
53,English/Img/GoodImg/Bmp/Sample054/img054-00031.png,85,131
12,English/Img/GoodImg/Bmp/Sample013/img013-00007.png,52,47
36,English/Img/GoodImg/Bmp/Sample037/img037-00096.png,76,82
28,English/Img/GoodImg/Bmp/Sample029/img029-00014.png,89,107
40,English/Img/GoodImg/Bmp/Sample041/img041-00094.png,25,26
12,English/Img/GoodImg/Bmp/Sample013/img013-00197.png,26,43
54,English/Img/GoodImg/Bmp/Sample055/img055-00049.png,11,14
24,English/Img/GoodImg/Bmp/Sample025/img025-00300.png,94,158
10,English/Img/GoodImg/Bmp/Sample011/img011-00455.png,20,25
27,English/Img/GoodImg/Bmp/Sample028/img028-00361.png,32,44
23,English/Img/GoodImg/Bmp/Sample024/img024-00170.png,63,98
22,English/Img/GoodImg/Bmp/Sample023/img023-00119.png,65,64
43,English/Img/GoodImg/Bmp/Sample044/img044-00020.png,41,80
3,English/Img/GoodImg/Bmp/Sample004/img004-00023.png,10,19
40,English/Img/GoodImg/Bmp/Sample041/img041-00150.png,40,81
29,English/Img/GoodImg/Bmp/Sample030/img030-00099.png,48,62
28,English/Img/GoodImg/Bmp/Sample029/img029-00135.png,40,37
35,English/Img/GoodImg/Bmp/Sample036/img036-00006.png,24,37
12,English/Img/GoodImg/Bmp/Sample013/img013-00113.png,53,59
14,English/Img/GoodImg/Bmp/Sample015/img015-00348.png,15,19
7,English/Img/GoodImg/Bmp/Sample008/img008-00032.png,59,76
28,English/Img/GoodImg/Bmp/Sample029/img029-00216.png,53,113
23,English/Img/GoodImg/Bmp/Sample024/img024-00272.png,12,19
28,English/Img/GoodImg/Bmp/Sample029/img029-00022.png,87,144
20,English/Img/GoodImg/Bmp/Sample021/img021-00039.png,38,42
28,English/Img/GoodImg/Bmp/Sample029/img029-00320.png,30,50
12,English/Img/GoodImg/Bmp/Sample013/img013-00201.png,26,40
25,English/Img/GoodImg/Bmp/Sample026/img026-00101.png,49,73
12,English/Img/GoodImg/Bmp/Sample013/img013-00019.png,112,81
33,English/Img/GoodImg/Bmp/Sample034/img034-00062.png,58,48
16,English/Img/GoodImg/Bmp/Sample017/img017-00104.png,25,35
25,English/Img/GoodImg/Bmp/Sample026/img026-00010.png,118,98
50,English/Img/GoodImg/Bmp/Sample051/img051-00056.png,104,131
49,English/Img/GoodImg/Bmp/Sample050/img050-00101.png,78,75
18,English/Img/GoodImg/Bmp/Sample019/img019-00068.png,32,95
6,English/Img/GoodImg/Bmp/Sample007/img007-00061.png,59,97
11,English/Img/GoodImg/Bmp/Sample012/img012-00073.png,58,81
28,English/Img/GoodImg/Bmp/Sample029/img029-00074.png,67,82
58,English/Img/GoodImg/Bmp/Sample059/img059-00022.png,20,21
18,English/Img/GoodImg/Bmp/Sample019/img019-00166.png,36,82
28,English/Img/GoodImg/Bmp/Sample029/img029-00157.png,32,40
18,English/Img/GoodImg/Bmp/Sample019/img019-00005.png,28,88
40,English/Img/GoodImg/Bmp/Sample041/img041-00148.png,29,42
14,English/Img/GoodImg/Bmp/Sample015/img015-00350.png,19,21
24,English/Img/GoodImg/Bmp/Sample025/img025-00276.png,57,45
36,English/Img/GoodImg/Bmp/Sample037/img037-00076.png,15,18
12,English/Img/GoodImg/Bmp/Sample013/img013-00176.png,87,90
10,English/Img/GoodImg/Bmp/Sample011/img011-00396.png,24,27
3,English/Img/GoodImg/Bmp/Sample004/img004-00035.png,58,81
29,English/Img/GoodImg/Bmp/Sample030/img030-00010.png,43,63
24,English/Img/GoodImg/Bmp/Sample025/img025-00231.png,121,179
28,English/Img/GoodImg/Bmp/Sample029/img029-00087.png,29,55
28,English/Img/GoodImg/Bmp/Sample029/img029-00044.png,50,75
24,English/Img/GoodImg/Bmp/Sample025/img025-00284.png,89,92
0,English/Img/GoodImg/Bmp/Sample001/img001-00001.png,103,96
40,English/Img/GoodImg/Bmp/Sample041/img041-00192.png,56,72
23,English/Img/GoodImg/Bmp/Sample024/img024-00096.png,132,156
16,English/Img/GoodImg/Bmp/Sample017/img017-00113.png,55,67
18,English/Img/GoodImg/Bmp/Sample019/img019-00248.png,21,53
12,English/Img/GoodImg/Bmp/Sample013/img013-00146.png,36,48
18,English/Img/GoodImg/Bmp/Sample019/img019-00026.png,149,213
28,English/Img/GoodImg/Bmp/Sample029/img029-00204.png,85,103
37,English/Img/GoodImg/Bmp/Sample038/img038-00007.png,27,53
21,English/Img/GoodImg/Bmp/Sample022/img022-00111.png,21,48
48,English/Img/GoodImg/Bmp/Sample049/img049-00011.png,75,112
10,English/Img/GoodImg/Bmp/Sample011/img011-00056.png,56,41
14,English/Img/GoodImg/Bmp/Sample015/img015-00208.png,31,44
50,English/Img/GoodImg/Bmp/Sample051/img051-00099.png,30,43
40,English/Img/GoodImg/Bmp/Sample041/img041-00098.png,13,18
54,English/Img/GoodImg/Bmp/Sample055/img055-00118.png,26,41
16,English/Img/GoodImg/Bmp/Sample017/img017-00042.png,49,66
24,English/Img/GoodImg/Bmp/Sample025/img025-00055.png,5,9
52,English/Img/GoodImg/Bmp/Sample053/img053-00022.png,18,40
12,English/Img/GoodImg/Bmp/Sample013/img013-00136.png,57,184
41,English/Img/GoodImg/Bmp/Sample042/img042-00025.png,112,275
1,English/Img/GoodImg/Bmp/Sample002/img002-00038.png,37,86
31,English/Img/GoodImg/Bmp/Sample032/img032-00083.png,43,58
55,English/Img/GoodImg/Bmp/Sample056/img056-00101.png,22,26
50,English/Img/GoodImg/Bmp/Sample051/img051-00013.png,47,58
21,English/Img/GoodImg/Bmp/Sample022/img022-00188.png,18,27
25,English/Img/GoodImg/Bmp/Sample026/img026-00041.png,112,90
24,English/Img/GoodImg/Bmp/Sample025/img025-00314.png,36,46
1,English/Img/GoodImg/Bmp/Sample002/img002-00033.png,31,83
10,English/Img/GoodImg/Bmp/Sample011/img011-00177.png,80,156
40,English/Img/GoodImg/Bmp/Sample041/img041-00138.png,10,22
18,English/Img/GoodImg/Bmp/Sample019/img019-00147.png,36,96
10,English/Img/GoodImg/Bmp/Sample011/img011-00299.png,90,102
11,English/Img/GoodImg/Bmp/Sample012/img012-00102.png,26,27
29,English/Img/GoodImg/Bmp/Sample030/img030-00119.png,26,37
12,English/Img/GoodImg/Bmp/Sample013/img013-00088.png,30,48
23,English/Img/GoodImg/Bmp/Sample024/img024-00246.png,47,73
28,English/Img/GoodImg/Bmp/Sample029/img029-00176.png,51,75
29,English/Img/GoodImg/Bmp/Sample030/img030-00023.png,217,220
36,English/Img/GoodImg/Bmp/Sample037/img037-00064.png,35,21
24,English/Img/GoodImg/Bmp/Sample025/img025-00302.png,71,88
28,English/Img/GoodImg/Bmp/Sample029/img029-00097.png,48,110
31,English/Img/GoodImg/Bmp/Sample032/img032-00046.png,94,136
23,English/Img/GoodImg/Bmp/Sample024/img024-00305.png,20,28
27,English/Img/GoodImg/Bmp/Sample028/img028-00061.png,34,51
29,English/Img/GoodImg/Bmp/Sample030/img030-00038.png,24,46
36,English/Img/GoodImg/Bmp/Sample037/img037-00085.png,29,39
5,English/Img/GoodImg/Bmp/Sample006/img006-00057.png,23,40
21,English/Img/GoodImg/Bmp/Sample022/img022-00206.png,43,86
3,English/Img/GoodImg/Bmp/Sample004/img004-00039.png,33,58
36,English/Img/GoodImg/Bmp/Sample037/img037-00153.png,76,97
44,English/Img/GoodImg/Bmp/Sample045/img045-00048.png,27,107
10,English/Img/GoodImg/Bmp/Sample011/img011-00288.png,35,47
31,English/Img/GoodImg/Bmp/Sample032/img032-00049.png,48,83
49,English/Img/GoodImg/Bmp/Sample050/img050-00105.png,97,154
13,English/Img/GoodImg/Bmp/Sample014/img014-00072.png,56,80
53,English/Img/GoodImg/Bmp/Sample054/img054-00026.png,196,316
10,English/Img/GoodImg/Bmp/Sample011/img011-00275.png,49,114
1,English/Img/GoodImg/Bmp/Sample002/img002-00014.png,174,647
16,English/Img/GoodImg/Bmp/Sample017/img017-00059.png,34,41
23,English/Img/GoodImg/Bmp/Sample024/img024-00349.png,22,21
13,English/Img/GoodImg/Bmp/Sample014/img014-00145.png,58,66
22,English/Img/GoodImg/Bmp/Sample023/img023-00025.png,124,148
29,English/Img/GoodImg/Bmp/Sample030/img030-00103.png,26,46
31,English/Img/GoodImg/Bmp/Sample032/img032-00024.png,14,17
24,English/Img/GoodImg/Bmp/Sample025/img025-00257.png,133,321
21,English/Img/GoodImg/Bmp/Sample022/img022-00041.png,222,281
22,English/Img/GoodImg/Bmp/Sample023/img023-00009.png,73,88
25,English/Img/GoodImg/Bmp/Sample026/img026-00127.png,25,49
28,English/Img/GoodImg/Bmp/Sample029/img029-00222.png,54,74
23,English/Img/GoodImg/Bmp/Sample024/img024-00045.png,125,208
16,English/Img/GoodImg/Bmp/Sample017/img017-00142.png,47,79
27,English/Img/GoodImg/Bmp/Sample028/img028-00379.png,41,62
39,English/Img/GoodImg/Bmp/Sample040/img040-00012.png,41,85
24,English/Img/GoodImg/Bmp/Sample025/img025-00352.png,21,37
18,English/Img/GoodImg/Bmp/Sample019/img019-00262.png,15,45
58,English/Img/GoodImg/Bmp/Sample059/img059-00030.png,78,72
23,English/Img/GoodImg/Bmp/Sample024/img024-00054.png,46,46
19,English/Img/GoodImg/Bmp/Sample020/img020-00030.png,54,122
60,English/Img/GoodImg/Bmp/Sample061/img061-00019.png,17,21
16,English/Img/GoodImg/Bmp/Sample017/img017-00010.png,52,65
61,English/Img/GoodImg/Bmp/Sample062/img062-00025.png,67,126
16,English/Img/GoodImg/Bmp/Sample017/img017-00020.png,40,40
36,English/Img/GoodImg/Bmp/Sample037/img037-00121.png,45,77
23,English/Img/GoodImg/Bmp/Sample024/img024-00218.png,116,158
10,English/Img/GoodImg/Bmp/Sample011/img011-00506.png,23,32
18,English/Img/GoodImg/Bmp/Sample019/img019-00112.png,24,58
29,English/Img/GoodImg/Bmp/Sample030/img030-00050.png,77,91
23,English/Img/GoodImg/Bmp/Sample024/img024-00354.png,41,60
18,English/Img/GoodImg/Bmp/Sample019/img019-00133.png,51,209
40,English/Img/GoodImg/Bmp/Sample041/img041-00215.png,71,80
57,English/Img/GoodImg/Bmp/Sample058/img058-00003.png,84,91
14,English/Img/GoodImg/Bmp/Sample015/img015-00290.png,44,82
27,English/Img/GoodImg/Bmp/Sample028/img028-00103.png,77,86
10,English/Img/GoodImg/Bmp/Sample011/img011-00274.png,102,188
61,English/Img/GoodImg/Bmp/Sample062/img062-00030.png,50,71
40,English/Img/GoodImg/Bmp/Sample041/img041-00044.png,114,118
50,English/Img/GoodImg/Bmp/Sample051/img051-00026.png,85,102
12,English/Img/GoodImg/Bmp/Sample013/img013-00203.png,27,39
22,English/Img/GoodImg/Bmp/Sample023/img023-00074.png,92,90
23,English/Img/GoodImg/Bmp/Sample024/img024-00270.png,24,41
29,English/Img/GoodImg/Bmp/Sample030/img030-00076.png,67,105
11,English/Img/GoodImg/Bmp/Sample012/img012-00059.png,20,49
10,English/Img/GoodImg/Bmp/Sample011/img011-00486.png,32,38
14,English/Img/GoodImg/Bmp/Sample015/img015-00141.png,15,27
17,English/Img/GoodImg/Bmp/Sample018/img018-00123.png,41,57
57,English/Img/GoodImg/Bmp/Sample058/img058-00022.png,19,23
55,English/Img/GoodImg/Bmp/Sample056/img056-00076.png,37,121
36,English/Img/GoodImg/Bmp/Sample037/img037-00031.png,48,107
53,English/Img/GoodImg/Bmp/Sample054/img054-00071.png,13,19
14,English/Img/GoodImg/Bmp/Sample015/img015-00139.png,10,18
24,English/Img/GoodImg/Bmp/Sample025/img025-00295.png,47,53
52,English/Img/GoodImg/Bmp/Sample053/img053-00034.png,25,37
18,English/Img/GoodImg/Bmp/Sample019/img019-00270.png,13,29
28,English/Img/GoodImg/Bmp/Sample029/img029-00063.png,15,33
31,English/Img/GoodImg/Bmp/Sample032/img032-00062.png,156,342
21,English/Img/GoodImg/Bmp/Sample022/img022-00061.png,43,81
49,English/Img/GoodImg/Bmp/Sample050/img050-00005.png,127,137
17,English/Img/GoodImg/Bmp/Sample018/img018-00038.png,65,123
0,English/Img/GoodImg/Bmp/Sample001/img001-00065.png,15,27
22,English/Img/GoodImg/Bmp/Sample023/img023-00042.png,58,50
10,English/Img/GoodImg/Bmp/Sample011/img011-00410.png,83,83
36,English/Img/GoodImg/Bmp/Sample037/img037-00068.png,13,11
10,English/Img/GoodImg/Bmp/Sample011/img011-00436.png,68,89
29,English/Img/GoodImg/Bmp/Sample030/img030-00311.png,59,78
19,English/Img/GoodImg/Bmp/Sample020/img020-00054.png,144,187
23,English/Img/GoodImg/Bmp/Sample024/img024-00330.png,18,26
32,English/Img/GoodImg/Bmp/Sample033/img033-00045.png,30,42
14,English/Img/GoodImg/Bmp/Sample015/img015-00200.png,60,111
36,English/Img/GoodImg/Bmp/Sample037/img037-00131.png,55,103
38,English/Img/GoodImg/Bmp/Sample039/img039-00022.png,27,36
18,English/Img/GoodImg/Bmp/Sample019/img019-00038.png,38,57
15,English/Img/GoodImg/Bmp/Sample016/img016-00018.png,29,35
10,English/Img/GoodImg/Bmp/Sample011/img011-00524.png,38,39
41,English/Img/GoodImg/Bmp/Sample042/img042-00030.png,121,262
16,English/Img/GoodImg/Bmp/Sample017/img017-00083.png,124,181
61,English/Img/GoodImg/Bmp/Sample062/img062-00007.png,84,142
18,English/Img/GoodImg/Bmp/Sample019/img019-00265.png,19,49
49,English/Img/GoodImg/Bmp/Sample050/img050-00001.png,76,88
29,English/Img/GoodImg/Bmp/Sample030/img030-00036.png,36,46
53,English/Img/GoodImg/Bmp/Sample054/img054-00101.png,90,185
5,English/Img/GoodImg/Bmp/Sample006/img006-00008.png,69,119
4,English/Img/GoodImg/Bmp/Sample005/img005-00038.png,248,246
24,English/Img/GoodImg/Bmp/Sample025/img025-00312.png,32,55
12,English/Img/GoodImg/Bmp/Sample013/img013-00059.png,67,127
11,English/Img/GoodImg/Bmp/Sample012/img012-00040.png,91,193
14,English/Img/GoodImg/Bmp/Sample015/img015-00314.png,23,39
36,English/Img/GoodImg/Bmp/Sample037/img037-00020.png,76,93
10,English/Img/GoodImg/Bmp/Sample011/img011-00461.png,17,15
53,English/Img/GoodImg/Bmp/Sample054/img054-00075.png,8,16
14,English/Img/GoodImg/Bmp/Sample015/img015-00176.png,58,78
28,English/Img/GoodImg/Bmp/Sample029/img029-00078.png,51,72
14,English/Img/GoodImg/Bmp/Sample015/img015-00236.png,24,50
28,English/Img/GoodImg/Bmp/Sample029/img029-00253.png,20,31
29,English/Img/GoodImg/Bmp/Sample030/img030-00054.png,51,73
18,English/Img/GoodImg/Bmp/Sample019/img019-00016.png,91,147
28,English/Img/GoodImg/Bmp/Sample029/img029-00263.png,113,114
14,English/Img/GoodImg/Bmp/Sample015/img015-00218.png,90,141
25,English/Img/GoodImg/Bmp/Sample026/img026-00004.png,39,91
18,English/Img/GoodImg/Bmp/Sample019/img019-00017.png,46,138
18,English/Img/GoodImg/Bmp/Sample019/img019-00157.png,41,97
40,English/Img/GoodImg/Bmp/Sample041/img041-00011.png,83,98
12,English/Img/GoodImg/Bmp/Sample013/img013-00081.png,117,100
15,English/Img/GoodImg/Bmp/Sample016/img016-00023.png,29,37
16,English/Img/GoodImg/Bmp/Sample017/img017-00138.png,50,89
55,English/Img/GoodImg/Bmp/Sample056/img056-00061.png,15,39
14,English/Img/GoodImg/Bmp/Sample015/img015-00396.png,20,30
21,English/Img/GoodImg/Bmp/Sample022/img022-00028.png,52,61
44,English/Img/GoodImg/Bmp/Sample045/img045-00042.png,18,69
4,English/Img/GoodImg/Bmp/Sample005/img005-00003.png,47,49
52,English/Img/GoodImg/Bmp/Sample053/img053-00012.png,22,43
18,English/Img/GoodImg/Bmp/Sample019/img019-00222.png,29,64
28,English/Img/GoodImg/Bmp/Sample029/img029-00248.png,53,132
24,English/Img/GoodImg/Bmp/Sample025/img025-00078.png,36,67
36,English/Img/GoodImg/Bmp/Sample037/img037-00012.png,56,40
16,English/Img/GoodImg/Bmp/Sample017/img017-00065.png,70,86
40,English/Img/GoodImg/Bmp/Sample041/img041-00016.png,48,39
50,English/Img/GoodImg/Bmp/Sample051/img051-00133.png,55,63
29,English/Img/GoodImg/Bmp/Sample030/img030-00112.png,52,105
50,English/Img/GoodImg/Bmp/Sample051/img051-00102.png,33,36
27,English/Img/GoodImg/Bmp/Sample028/img028-00276.png,47,69
13,English/Img/GoodImg/Bmp/Sample014/img014-00028.png,36,45
23,English/Img/GoodImg/Bmp/Sample024/img024-00092.png,43,38
26,English/Img/GoodImg/Bmp/Sample027/img027-00004.png,21,34
32,English/Img/GoodImg/Bmp/Sample033/img033-00002.png,107,90
17,English/Img/GoodImg/Bmp/Sample018/img018-00172.png,33,60
47,English/Img/GoodImg/Bmp/Sample048/img048-00010.png,25,80
50,English/Img/GoodImg/Bmp/Sample051/img051-00114.png,17,22
0,English/Img/GoodImg/Bmp/Sample001/img001-00097.png,68,112
10,English/Img/GoodImg/Bmp/Sample011/img011-00036.png,217,244
45,English/Img/GoodImg/Bmp/Sample046/img046-00029.png,104,218
50,English/Img/GoodImg/Bmp/Sample051/img051-00081.png,14,18
10,English/Img/GoodImg/Bmp/Sample011/img011-00290.png,27,50
48,English/Img/GoodImg/Bmp/Sample049/img049-00004.png,44,40
